min_child_weight,nthread,n_estimators,max_depth,learning_rate,max_delta_step,subsample,colsample_bytree,lambda,alpha,scale_pos_weight,<$accuracy
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,89.3557423
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,89.3557423
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,89.3557423
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,88.23529412
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,88.23529412
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,88.79551821
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,88.79551821
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,89.07563025
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,89.07563025
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,89.91596639
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,89.91596639
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,88.79551821
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,88.79551821
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,91.03641457
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,91.03641457
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,89.3557423
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,89.3557423
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,90.19607843
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,90.19607843
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,89.63585434
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,89.63585434
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.07282913
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,82.07282913
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,82.07282913
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,82.07282913
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,81.51260504
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.51260504
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.232493
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,81.232493
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,71.42857143
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,71.42857143
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,71.42857143
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,71.42857143
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,70.0280112
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,70.0280112
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,69.46778711
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,69.46778711
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,81.51260504
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,81.51260504
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,80.95238095
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,80.95238095
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,79.83193277
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,79.83193277
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,79.83193277
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,79.83193277
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,65.54621849
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,65.54621849
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,65.54621849
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,65.54621849
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,65.26610644
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,65.26610644
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,65.26610644
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,65.26610644
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,82.07282913
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,82.07282913
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,82.07282913
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,82.07282913
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,81.51260504
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,81.51260504
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,81.232493
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,81.232493
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,71.42857143
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,71.42857143
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,71.42857143
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,71.42857143
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,70.0280112
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,70.0280112
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,69.46778711
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,69.46778711
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,81.51260504
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,81.51260504
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,80.95238095
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,80.95238095
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,79.83193277
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,79.83193277
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,79.83193277
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,79.83193277
0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,65.54621849
0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,65.54621849
0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,65.54621849
0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,65.54621849
0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,65.26610644
0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,65.26610644
0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,65.26610644
0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65.26610644
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.91596639
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,89.91596639
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.75630252
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,90.75630252
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.03641457
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,91.03641457
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,89.91596639
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,89.91596639
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,89.3557423
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,89.3557423
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,89.63585434
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,89.63585434
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,89.3557423
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,89.3557423
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,90.19607843
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,90.19607843
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90.19607843
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,90.19607843
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,90.19607843
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,90.19607843
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,89.3557423
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,89.3557423
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,90.19607843
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,90.19607843
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,89.3557423
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,89.3557423
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,89.3557423
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,89.3557423
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,88.79551821
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,88.79551821
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,89.07563025
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,89.07563025
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,89.91596639
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,89.91596639
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,90.75630252
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,90.75630252
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,91.03641457
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,91.03641457
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,89.91596639
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,89.91596639
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,89.3557423
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,89.3557423
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,89.63585434
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,89.63585434
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,89.3557423
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,89.3557423
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,90.19607843
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,90.19607843
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,90.19607843
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,90.19607843
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,90.19607843
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,90.19607843
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,89.3557423
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,89.3557423
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,90.19607843
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,90.19607843
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,89.3557423
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,89.3557423
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,89.3557423
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,89.3557423
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,88.79551821
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,88.79551821
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,89.07563025
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,89.07563025
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.83473389
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,86.83473389
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,85.99439776
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,85.99439776
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,85.71428571
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,85.71428571
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,85.71428571
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,85.71428571
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,84.87394958
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,84.87394958
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,83.7535014
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,83.7535014
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,83.7535014
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,83.7535014
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,83.7535014
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,83.7535014
0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,89.63585434
0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,89.63585434
0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,88.79551821
0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,88.79551821
0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,89.07563025
0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,89.07563025
0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,88.23529412
0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,88.23529412
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,81.51260504
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,81.51260504
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,81.232493
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,81.232493
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,80.95238095
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,80.95238095
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,80.95238095
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,80.95238095
0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,86.83473389
0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,86.83473389
0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,85.99439776
0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,85.99439776
0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,85.71428571
0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,85.71428571
0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,85.71428571
0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,85.71428571
0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,84.87394958
0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,84.87394958
0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,83.7535014
0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,83.7535014
0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,83.7535014
0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,83.7535014
0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,83.7535014
0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,83.7535014
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,89.63585434
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,89.63585434
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,88.79551821
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,88.79551821
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,89.07563025
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,89.07563025
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,88.23529412
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,88.23529412
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,81.51260504
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,81.51260504
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,81.232493
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,81.232493
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,80.95238095
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,80.95238095
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,80.95238095
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.95238095
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.19607843
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.19607843
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,87.67507003
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,87.67507003
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87.39495798
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,87.39495798
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,85.71428571
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,85.71428571
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.75630252
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,90.75630252
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.39495798
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,87.39495798
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,87.95518207
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,87.95518207
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,85.71428571
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,85.71428571
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,88.23529412
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,88.23529412
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,86.83473389
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,86.83473389
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,87.11484594
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,87.11484594
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,85.43417367
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,85.43417367
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,90.19607843
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,90.19607843
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,86.55462185
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,86.55462185
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,87.67507003
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,87.67507003
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,85.71428571
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,85.71428571
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,90.19607843
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,90.19607843
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,87.67507003
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,87.67507003
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,87.39495798
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,87.39495798
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,85.71428571
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,85.71428571
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,90.75630252
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,90.75630252
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,87.39495798
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,87.39495798
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,87.95518207
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,87.95518207
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,85.71428571
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,85.71428571
0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,88.23529412
0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,88.23529412
0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,86.83473389
0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,86.83473389
0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,87.11484594
0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,87.11484594
0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,85.43417367
0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,85.43417367
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,90.19607843
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,90.19607843
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,86.55462185
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,86.55462185
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,87.67507003
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,87.67507003
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,85.71428571
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,85.71428571
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.07282913
